Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	br_lengths[88]	br_lengths[89]	br_lengths[90]	br_lengths[91]	br_lengths[92]	br_lengths[93]	br_lengths[94]	br_lengths[95]	br_lengths[96]	br_lengths[97]	br_lengths[98]	br_lengths[99]	br_lengths[100]	br_lengths[101]	br_lengths[102]	br_lengths[103]	br_lengths[104]	br_lengths[105]	br_lengths[106]	br_lengths[107]	br_lengths[108]	br_lengths[109]	br_lengths[110]	br_lengths[111]	br_lengths[112]	br_lengths[113]	br_lengths[114]	br_lengths[115]	br_lengths[116]	br_lengths[117]	br_lengths[118]	br_lengths[119]	br_lengths[120]	br_lengths[121]	partition_rate[1]	partition_rate[2]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	rel_br_lengths[88]	rel_br_lengths[89]	rel_br_lengths[90]	rel_br_lengths[91]	rel_br_lengths[92]	rel_br_lengths[93]	rel_br_lengths[94]	rel_br_lengths[95]	rel_br_lengths[96]	rel_br_lengths[97]	rel_br_lengths[98]	rel_br_lengths[99]	rel_br_lengths[100]	rel_br_lengths[101]	rel_br_lengths[102]	rel_br_lengths[103]	rel_br_lengths[104]	rel_br_lengths[105]	rel_br_lengths[106]	rel_br_lengths[107]	rel_br_lengths[108]	rel_br_lengths[109]	rel_br_lengths[110]	rel_br_lengths[111]	rel_br_lengths[112]	rel_br_lengths[113]	rel_br_lengths[114]	rel_br_lengths[115]	rel_br_lengths[116]	rel_br_lengths[117]	rel_br_lengths[118]	rel_br_lengths[119]	rel_br_lengths[120]	rel_br_lengths[121]	tree_length
0	-2508.991	-2731.184	222.193	0.303988	0.0660667	0.121738	0.0201763	0.0367812	0.0338223	0.0487239	0.0796707	0.0557404	0.01216	0.061738	0.0413169	0.0111038	0.00651594	0.0743766	0.121787	0.087824	0.00410541	0.0103163	0.0200049	0.00261184	0.0323059	0.0112896	0.00258971	0.0067444	0.0339815	0.00547227	0.0307975	0.0555866	0.0246033	0.0058462	0.0302589	0.00416906	0.00587145	0.018016	0.0635313	0.00962491	0.00562535	0.0728643	0.04037	0.0409136	0.103525	0.0580203	0.0163688	0.0164996	0.044625	0.0922995	0.0395777	0.0195409	0.0176395	0.0578718	0.0250392	0.00982301	0.0307919	0.0583468	0.00170787	0.0152972	0.01172	0.0279037	0.0130783	0.0473002	0.0513579	0.0408569	0.038204	0.0459733	0.0468167	0.0345428	0.0416311	0.0517011	0.00470973	0.00526259	0.00506516	0.00598449	0.0138798	0.00486724	0.0103531	0.017231	0.00738852	0.0993998	0.015132	0.00953396	0.0275749	0.0462917	0.0408461	0.011357	0.00312021	0.0563981	0.103508	0.00573538	0.0542272	0.0177003	0.0501304	0.0182907	0.00334396	0.0183319	0.0276751	0.0136272	0.063173	0.0160314	0.0475938	0.0525074	0.0201458	0.028794	0.112748	0.0230741	0.0271129	0.0572838	0.0198632	0.00358819	0.0538611	0.0397874	0.0798518	0.126807	0.0606713	0.0294314	0.0378278	0.216073	0.0294791	0.00291221	0.00436181	0.0746285	0.359387	1.42187	0.158821	0.407644	0.755814	1.32308	2.45312	6.29638	1.330429	0.1664498	0.0646278	0.0140458	0.0258815	0.00428948	0.00781969	0.00719062	0.0103587	0.016938	0.0118504	0.00258521	0.0131255	0.00878398	0.00236067	0.00138529	0.0158125	0.025892	0.0186714	0.000872811	0.00219326	0.00425305	0.000555277	0.00686824	0.00240018	0.000550574	0.00143386	0.00722448	0.00116341	0.00654756	0.0118177	0.00523066	0.0012429	0.00643304	0.000886343	0.00124827	0.00383021	0.0135068	0.00204626	0.00119595	0.015491	0.00858268	0.00869825	0.0220095	0.0123351	0.00348	0.00350781	0.00948728	0.0196229	0.00841423	0.00415439	0.00375015	0.0123036	0.00532335	0.00208837	0.00654636	0.0124046	0.000363094	0.00325218	0.00249168	0.00593234	0.00278046	0.010056	0.0109187	0.00868618	0.00812218	0.00977394	0.00995324	0.0073438	0.00885079	0.0109917	0.00100129	0.00111883	0.00107685	0.0012723	0.00295084	0.00103478	0.00220106	0.00366332	0.0015708	0.0211324	0.00321707	0.00202692	0.00586244	0.00984163	0.00868389	0.00241449	0.000663358	0.0119903	0.0220057	0.00121934	0.0115287	0.00376308	0.0106577	0.0038886	0.000710927	0.00389737	0.00588373	0.00289715	0.0134306	0.00340828	0.0101184	0.0111631	0.004283	0.00612162	0.0239702	0.00490556	0.00576421	0.0121786	0.00422291	0.000762851	0.0114509	0.00845881	0.0169765	0.0269593	0.0128987	0.00625711	0.00804221	0.0459372	0.00626726	0.000619136	0.000927323	0.015866	4.703664
36	-2521.343	-2745.832	224.489	0.2262	0.0410343	0.0318548	0.0253996	0.0214799	0.0230154	0.00774248	0.030085	0.0499762	0.0124582	0.0601405	0.0197785	0.01696	0.00851083	0.0544739	0.100323	0.0262859	0.00258912	0.0021756	0.00926575	0.001427	0.0239974	0.00863739	0.00659154	0.00217863	0.0185319	0.00711106	0.0243933	0.0241001	0.0106363	0.0173968	0.0118939	0.0027863	0.010759	0.0134161	0.0321013	0.00873135	0.00579638	0.0264053	0.0268168	0.0228378	0.0565805	0.041842	0.0496782	0.00773983	0.0200709	0.0105793	0.0154832	0.0101219	0.0227253	0.0491807	0.0416356	0.00746696	0.0212412	0.0549668	0.00477392	0.00906142	0.0109133	0.0157643	0.010449	0.0559023	0.00544857	0.0348705	0.013205	0.0192099	0.0207133	0.0322539	0.00837213	0.039702	0.00188887	0.0154894	0.00469074	0.00415215	0.0504649	0.00125449	0.00264052	0.0577892	0.00967522	0.0590755	0.0171173	0.00721534	0.0324737	0.0227051	0.0166208	0.00292258	0.00279654	0.0114858	0.0203827	0.00489044	0.0151736	0.0159017	0.0322872	0.0186194	0.00177343	0.0135798	0.0192087	0.00643323	0.0425142	0.0113558	0.0275814	0.051434	0.017835	0.0291328	0.0835209	0.00310646	0.0114139	0.07469	0.012277	0.00683241	0.064298	0.0364018	0.0553055	0.0847884	0.0396691	0.0124586	0.0611735	0.181363	0.0145691	0.000283867	0.00228392	0.0267763	0.441758	1.36762	0.119308	0.354559	0.723621	1.38194	2.8204	8.38168	1.537279	0.2127147	0.0709976	0.0128795	0.00999832	0.00797221	0.00674191	0.00722389	0.00243014	0.00944283	0.0156861	0.00391027	0.0188764	0.0062079	0.00532324	0.0026713	0.0170978	0.0314884	0.00825039	0.000812651	0.00068286	0.00290825	0.000447895	0.0075321	0.00271103	0.00206889	0.000683809	0.00581664	0.00223196	0.00765637	0.00756433	0.00333843	0.00546035	0.00373315	0.000874541	0.00337693	0.00421092	0.0100757	0.00274052	0.00181932	0.00828786	0.00841702	0.00716814	0.017759	0.013133	0.0155926	0.00242931	0.00629967	0.00332054	0.00485974	0.00317697	0.00713283	0.0154364	0.0130682	0.00234367	0.006667	0.0172525	0.0014984	0.00284412	0.00342537	0.00494797	0.00327964	0.0175461	0.00171015	0.0109448	0.00414468	0.00602945	0.0065013	0.0101236	0.00262777	0.0124613	0.000592863	0.00486169	0.00147229	0.00130324	0.0158395	0.00039375	0.000828784	0.0181384	0.00303677	0.0185421	0.00537264	0.00226469	0.0101926	0.00712648	0.0052168	0.000917312	0.000877754	0.00360506	0.00639755	0.00153497	0.00476257	0.00499107	0.010134	0.00584409	0.00055663	0.00426232	0.00602906	0.00201921	0.013344	0.00356425	0.00865702	0.0161436	0.0055979	0.00914395	0.0262148	0.000975029	0.00358251	0.023443	0.00385339	0.0021445	0.0201813	0.0114255	0.0173588	0.0266126	0.012451	0.00391038	0.0192006	0.0569247	0.00457283	8.90976e-05	0.000716858	0.00840432	3.18602
72	-2514.013	-2739.541	225.5278	0.124128	0.0604987	0.0433486	0.0310962	0.0258347	0.0268211	0.0131474	0.0306647	0.0219825	0.00808554	0.0299368	0.0229899	0.00324476	0.0247172	0.0712219	0.019657	0.0504336	0.0219365	0.00280349	0.00773807	0.000851105	0.0358866	0.00420167	0.0148535	0.00466038	0.0079355	0.00506206	0.0208858	0.013224	0.014197	0.004205	0.00371383	0.00309577	0.00843384	0.00628607	0.0247077	0.00571748	0.0088551	0.032477	0.0156148	0.0120107	0.0428882	0.027156	0.0237833	0.0131158	0.0250828	0.00212548	0.0286442	0.0065442	0.00671443	0.0409344	0.0192114	0.00206675	0.0021649	0.0509778	0.0231591	0.00394333	0.0364478	0.00907376	0.0225154	0.0510717	0.00745787	0.0040486	0.011162	0.0126691	0.0133344	0.0158818	0.00579106	0.00654838	0.000785319	0.0263462	0.00650374	0.00639432	0.0269139	0.00202099	0.00297543	0.0528207	0.00390937	0.0185251	0.00800249	0.00601007	0.0101891	0.0184986	0.00333743	0.00197013	0.00574931	0.00368436	0.0404244	0.00732819	0.0130675	0.0084178	0.0197454	0.00753293	0.00458419	0.0253713	0.00422549	0.0118654	0.0221194	0.00457638	0.0144203	0.0699182	0.0264687	0.0164629	0.0440449	0.0148204	0.00970762	0.0484748	0.0379372	0.00374285	0.0537776	0.0145162	0.0300392	0.0120811	0.0339692	0.0314412	0.0319077	0.109129	0.0143834	0.00171335	0.0125946	0.0170481	0.566977	1.28516	0.117942	0.352574	0.722355	1.38436	2.83628	8.47873	1.545603	0.2905275	0.0512044	0.0249565	0.0178818	0.0128276	0.0106571	0.0110641	0.00542349	0.0126496	0.00906807	0.00333539	0.0123493	0.00948362	0.0013385	0.0101962	0.0293799	0.00810874	0.0208045	0.00904909	0.00115647	0.00319205	0.000351092	0.0148037	0.00173324	0.00612726	0.00192247	0.00327349	0.00208816	0.00861564	0.00545509	0.00585645	0.00173461	0.001532	0.00127704	0.00347907	0.00259308	0.0101922	0.00235853	0.00365284	0.0133972	0.0064413	0.00495458	0.0176919	0.0112022	0.0098109	0.00541041	0.010347	0.000876787	0.0118161	0.00269956	0.00276979	0.016886	0.00792496	0.000852561	0.000893049	0.021029	0.0095534	0.00162667	0.0150352	0.00374304	0.00928788	0.0210677	0.00307646	0.0016701	0.00460445	0.00522616	0.00550061	0.00655144	0.00238889	0.00270129	0.000323954	0.0108681	0.00268287	0.00263774	0.0111023	0.000833683	0.0012274	0.0217892	0.00161267	0.00764184	0.00330113	0.00247923	0.00420311	0.0076309	0.00137673	0.000812705	0.00237166	0.00151985	0.0166756	0.00302297	0.0053905	0.00347245	0.00814524	0.00310743	0.00189104	0.010466	0.00174307	0.00489461	0.00912451	0.00188781	0.00594857	0.0288421	0.0109187	0.00679115	0.0181691	0.00611359	0.00400452	0.0199965	0.0156496	0.00154397	0.0221839	0.00598809	0.0123916	0.00498359	0.0140127	0.0129699	0.0131623	0.045017	0.00593332	0.000706777	0.00519543	0.00703258	2.424168
108	-2486.055	-2712.175	226.1204	0.138402	0.0165566	0.046274	0.0201091	0.0310785	0.0167237	0.0215005	0.0245022	0.0159831	0.00629833	0.0151124	0.0153637	0.012023	0.00266522	0.0583118	0.0392243	0.0142437	0.0134199	0.00172909	0.00844078	0.00166605	0.0191624	0.00167755	0.0114576	0.00161684	0.0092972	0.00600284	0.0111266	0.0197783	0.00882294	0.000744416	0.00542402	0.000797327	0.00545393	0.00971026	0.0356527	0.00465493	0.00234091	0.0186391	0.00618336	0.00294329	0.0541374	0.0145246	0.0134578	0.00735159	0.0175284	0.00481489	0.00426253	0.00481625	0.00245457	0.0246057	0.0450612	0.000274078	0.0018094	0.0337633	0.0154633	0.0158473	0.0428233	0.00814014	0.00277989	0.0117254	0.0180663	0.00133462	0.0123577	0.0024493	0.00897651	0.0133325	0.00136577	0.00838041	0.00150816	0.0134737	0.0133984	0.00183402	0.0193722	0.00486113	0.000641387	0.0140784	0.00385848	0.0483182	0.000864208	0.0115052	0.00665971	0.0131621	0.00684123	0.000351073	0.00665786	0.0060578	0.0260648	0.0140075	0.00479288	0.00593028	0.0176477	0.00331009	0.0096622	0.0041872	0.00256195	0.00700949	0.0275406	0.0167022	0.00932523	0.0452141	0.011022	0.0144454	0.0237654	0.00874194	0.0109177	0.0185747	0.0349746	0.00305929	0.0251083	0.0140683	0.0218847	0.00665236	0.0176955	0.0246016	0.0219922	0.108305	0.00709465	0.000424336	0.010308	0.00493053	0.601162	1.26265	0.0853826	0.30118	0.687707	1.45411	3.32027	11.712	1.779192	0.313537	0.0748531	0.00895443	0.0250267	0.0108757	0.0168084	0.00904479	0.0116283	0.0132517	0.00864424	0.00340637	0.00817334	0.00830928	0.00650249	0.00144145	0.0315372	0.021214	0.00770355	0.00725799	0.000935158	0.00456509	0.000901064	0.0103637	0.000907284	0.0061967	0.000874445	0.00502827	0.00324656	0.00601767	0.0106969	0.00477178	0.000402608	0.00293351	0.000431224	0.00294969	0.00525167	0.0192823	0.00251756	0.00126605	0.0100807	0.00334419	0.00159184	0.0292795	0.00785544	0.00727847	0.00397601	0.00948002	0.00260407	0.00230533	0.00260481	0.00132752	0.0133077	0.0243708	0.000148231	0.000978592	0.0182605	0.00836315	0.00857079	0.0231604	0.00440249	0.00150347	0.00634152	0.00977091	0.000721815	0.00668351	0.00132467	0.00485483	0.0072107	0.000738661	0.00453244	0.000815671	0.00728705	0.00724636	0.000991906	0.0104772	0.00262908	0.000346886	0.00761411	0.00208681	0.0261323	0.000467396	0.00622246	0.00360182	0.00711855	0.00369999	0.000189874	0.00360082	0.00327629	0.0140968	0.00757578	0.00259217	0.00320732	0.00954453	0.00179022	0.00522568	0.00226459	0.0013856	0.00379099	0.014895	0.00903315	0.00504343	0.0244535	0.00596109	0.0078126	0.0128532	0.00472797	0.0059047	0.0100459	0.0189156	0.00165458	0.0135795	0.00760869	0.0118361	0.00359785	0.00957036	0.0133055	0.0118942	0.0585754	0.00383705	0.000229496	0.00557493	0.00266661	1.848985
144	-2500.093	-2726.144	226.0512	0.117855	0.0439802	0.0649607	0.00736286	0.0243082	0.00654614	0.00837948	0.0131835	0.00729006	0.00729946	0.0246182	0.0178189	0.0116527	0.00463828	0.0629589	0.0514116	0.0133584	0.015553	0.000168852	0.00318944	0.000478843	0.0135296	0.000855167	0.00631489	0.000526613	0.00833711	0.0107625	0.0133078	0.0211091	0.0103956	0.000862743	0.0106066	0.00022617	0.00762921	0.0063677	0.0413198	0.00582905	0.00187261	0.0216018	0.0224753	0.0122851	0.0428072	0.0223045	0.00646794	0.00967747	0.0215782	0.00360179	0.00216819	0.00359123	0.00864954	0.0296239	0.0368142	0.00414086	0.00309464	0.0445743	0.00689416	0.00483375	0.0610024	0.00950853	0.00125696	0.0344822	0.0509131	0.0195298	0.01568	0.00725414	0.0064999	0.00755423	0.00207058	0.00868729	0.00476013	0.00938602	0.00347982	0.00070862	0.0244527	0.00826669	0.000619738	0.0228312	0.0127522	0.035196	0.00246941	0.00157906	0.0118433	0.0152542	0.00240084	0.000636226	0.00185953	0.00262171	0.0179814	0.0118211	0.0032603	0.00591387	0.0124482	0.00176679	0.010316	0.00214233	0.00787689	0.00412869	0.0161943	0.0188656	0.0102056	0.0397356	0.00411196	0.0160591	0.010354	0.00962286	0.00406628	0.013402	0.0104611	0.0090102	0.0213153	0.0220946	0.0255273	0.00198528	0.0191036	0.0229422	0.0322499	0.083868	0.0058787	0.00670962	0.0212479	0.0270116	0.595545	1.26635	0.0831817	0.297368	0.68498	1.4599	3.36283	12.0219	1.798075	0.3097	0.0623806	0.0232788	0.0343838	0.00389717	0.0128663	0.00346488	0.00443527	0.00697804	0.00385864	0.00386362	0.0130304	0.00943158	0.00616778	0.00245505	0.0333242	0.0272122	0.0070706	0.00823224	8.93735e-05	0.00168818	0.000253452	0.00716126	0.000452641	0.00334248	0.000278737	0.00441284	0.00569658	0.00704385	0.0111731	0.00550238	0.000456651	0.00561408	0.000119712	0.00403815	0.00337043	0.0218706	0.00308532	0.000991176	0.0114339	0.0118962	0.00650254	0.0226579	0.0118058	0.00342349	0.0051223	0.0114214	0.00190643	0.00114763	0.00190084	0.00457821	0.0156799	0.0194858	0.00219176	0.001638	0.0235932	0.00364909	0.00255851	0.0322886	0.00503288	0.00066531	0.0182515	0.0269484	0.0103371	0.00829946	0.00383962	0.00344041	0.00399847	0.00109596	0.00459819	0.00251954	0.00496803	0.00184187	0.000375073	0.0129428	0.00437557	0.000328028	0.0120846	0.00674974	0.0186293	0.00130706	0.000835796	0.00626867	0.00807408	0.00127077	0.000336755	0.000984249	0.00138767	0.0095176	0.00625691	0.00172568	0.00313022	0.00658886	0.000935163	0.00546027	0.00113394	0.00416925	0.00218532	0.00857166	0.00998557	0.00540182	0.0210321	0.00217646	0.00850008	0.0054804	0.00509339	0.00215229	0.00709372	0.00553708	0.00476911	0.0112822	0.0116947	0.0135116	0.00105081	0.0101116	0.0121433	0.0170699	0.0443914	0.0031116	0.00355141	0.0112465	0.0142973	1.889283
180	-2509.175	-2732.472	223.2969	0.183263	0.0282454	0.074537	0.0264158	0.0237841	0.0228692	0.0381187	0.0313365	0.0432265	0.0221122	0.0244485	0.0580681	0.0235507	0.0333587	0.141933	0.0851501	0.115059	0.0255744	0.00263096	0.0130254	0.00390336	0.0297442	0.000261577	0.0150728	0.00264736	0.0294899	0.00782294	0.0292566	0.0310558	0.0181531	0.00098366	0.0215972	0.000495608	0.0115468	0.0071094	0.0613479	0.0174118	0.00338793	0.0595253	0.0162035	0.0172524	0.153121	0.0557535	0.029204	0.0190921	0.0401945	0.0102952	0.0127316	0.0160998	0.0258668	0.0575861	0.031274	0.0205502	0.00812283	0.0569846	0.0388557	0.00588819	0.112282	0.0690806	0.0358054	0.0547187	0.0140253	0.00741962	0.0420213	0.00182275	0.0098854	0.0175422	0.00813222	0.0602159	0.0198125	0.0232792	0.0144993	0.00159846	0.036859	0.0215166	0.00106434	0.0817239	0.0210291	0.0568097	0.00978627	0.0302658	0.0192969	0.0122856	0.00574314	0.00143233	0.00586661	0.00751952	0.0372059	0.00506556	0.00466628	0.0343019	0.0368354	0.00880025	0.0459088	0.0160518	0.0157393	0.00907672	0.0356023	0.0198799	0.0224364	0.100553	0.0129989	0.0241928	0.0208065	0.0163204	0.0191066	0.0482495	0.037438	0.00573585	0.0468606	0.037164	0.0553143	0.0247182	0.0524639	0.0250042	0.0350928	0.171072	0.0203079	0.0688354	0.0216949	0.0318587	0.513652	1.32028	0.167426	0.41827	0.761906	1.3125	2.3908	5.97279	1.292279	0.2562027	0.046357	0.00714477	0.0188544	0.00668198	0.00601626	0.00578485	0.00964226	0.00792669	0.0109343	0.00559337	0.00618433	0.0146885	0.00595723	0.00843819	0.0359024	0.021539	0.0291047	0.00646914	0.00066551	0.00329482	0.000987369	0.00752391	6.61668e-05	0.00381271	0.000669658	0.00745958	0.00197884	0.00740055	0.00785568	0.00459189	0.00024882	0.0054631	0.000125366	0.00292081	0.00179835	0.0155182	0.00440438	0.000856989	0.0150571	0.00409874	0.00436405	0.0387324	0.014103	0.00738725	0.00482941	0.0101673	0.00260421	0.00322051	0.00407251	0.0065431	0.0145666	0.00791087	0.00519825	0.0020547	0.0144144	0.00982869	0.00148944	0.0284021	0.0174742	0.00905711	0.0138413	0.00354774	0.00187682	0.0106294	0.000461072	0.00250055	0.00443735	0.00205707	0.0152318	0.00501164	0.00588856	0.00366765	0.000404335	0.00932362	0.00544271	0.000269228	0.0206724	0.00531939	0.0143702	0.00247547	0.00765584	0.00488122	0.00310769	0.00145275	0.000362314	0.00148398	0.00190209	0.00941137	0.00128135	0.00118035	0.00867678	0.00931763	0.00222605	0.0116128	0.00406035	0.00398131	0.00229599	0.00900574	0.0050287	0.00567537	0.0254352	0.00328812	0.00611967	0.00526307	0.0041283	0.00483309	0.0122049	0.00947008	0.0014509	0.0118536	0.00940076	0.0139919	0.00625255	0.0132709	0.00632491	0.00887686	0.0432734	0.00513695	0.0174122	0.00548779	0.00805876	3.953295
216	-2515.748	-2739.727	223.9786	0.217057	0.0503951	0.0699071	0.0380192	0.0027291	0.0307598	0.00524019	0.0446234	0.0320833	0.02338	0.0306722	0.041345	0.0181476	0.0263298	0.15007	0.0726468	0.0490448	0.0270407	0.0106	0.00286337	0.00473024	0.0402908	0.000114456	0.0111711	0.00106096	0.011308	0.00840505	0.0165966	0.0538301	0.00622014	0.000198846	0.0118783	0.00448956	0.00677141	0.0179674	0.0372411	0.0042291	0.0137849	0.0282045	0.0171325	0.0462013	0.0993918	0.0741365	0.0308783	0.00359895	0.020445	0.0108855	0.0148318	0.010688	0.00912432	0.0841757	0.0364583	0.00279057	0.0152389	0.043448	0.0181258	0.0428386	0.0614525	0.0117303	0.0757737	0.0128492	0.0282252	0.00784501	0.00889386	0.000612519	0.0177091	0.0180634	0.0268374	0.0457971	0.0197267	0.0246139	0.0108551	0.00179247	0.0492592	0.00856729	0.0143127	0.0613011	0.0192596	0.08302	0.000952277	0.00252708	0.0195528	0.0271898	0.00920337	0.000285317	0.00174826	0.00141179	0.0300001	0.0142505	0.0356991	0.0377525	0.0432471	0.010668	0.0465677	0.00652877	0.0179749	0.0178001	0.0443895	0.0220069	0.0111439	0.112615	0.0155796	0.0462758	0.0345261	0.0132376	0.00539388	0.0510159	0.0263422	0.0171606	0.0495473	0.00332851	0.0353432	0.0178578	0.030224	0.0335189	0.0249415	0.0987966	0.0114144	0.056714	0.0148727	0.0336852	0.515796	1.31887	0.1618	0.411354	0.757953	1.31934	2.43099	6.18049	1.316996	0.2575476	0.0612527	0.0142213	0.0197276	0.0107289	0.000770144	0.00868031	0.00147876	0.0125926	0.0090538	0.00659776	0.00865559	0.0116674	0.0051212	0.0074302	0.0423494	0.0205007	0.0138403	0.00763079	0.0029913	0.000808033	0.00133486	0.0113699	3.2299e-05	0.00315246	0.000299399	0.00319108	0.00237188	0.0046835	0.0151907	0.0017553	5.61138e-05	0.00335203	0.00126694	0.00191087	0.00507033	0.0105093	0.00119344	0.00389005	0.00795923	0.00483475	0.0130379	0.028048	0.0209211	0.00871377	0.00101561	0.00576953	0.00307185	0.00418548	0.00301613	0.00257486	0.0237541	0.0102884	0.000787491	0.00430037	0.0122609	0.00511506	0.0120889	0.0173417	0.00331025	0.0213831	0.00362601	0.00796506	0.00221384	0.00250982	0.000172851	0.00499746	0.00509745	0.00757343	0.0129238	0.00556681	0.00694597	0.00306328	0.000505829	0.0139008	0.00241766	0.00403899	0.017299	0.00543499	0.023428	0.00026873	0.000713134	0.00551775	0.00767288	0.00259716	8.05155e-05	0.000493354	0.000398402	0.00846594	0.00402144	0.0100742	0.0106536	0.0122042	0.00301048	0.0131413	0.0018424	0.00507246	0.00502314	0.0125266	0.00621029	0.00314477	0.0317796	0.00439653	0.0130589	0.00974317	0.00373561	0.00152214	0.0143965	0.00743369	0.00484267	0.0139821	0.000939296	0.00997375	0.00503941	0.00852912	0.00945894	0.00703843	0.0278801	0.0032211	0.0160045	0.00419704	0.00950587	3.543625
